"dwal","p","ybar:0","ybar:1","ybar:2","Points:0","Points:1","Points:2"
2.000028548e-06,9.697927845e+04,-8.808205309e-03,-2.549499202e-05,0.000000000e+00,2.173420000e-01,1.121509758e-01,0.000000000e+00
3.909128061e-06,9.697927850e+04,-1.698502363e-02,-6.606337251e-05,0.000000000e+00,2.173420000e-01,1.121490668e-01,0.000000000e+00
4.500069553e-06,9.697927849e+04,-1.981399893e-02,-6.428109600e-05,0.000000000e+00,2.173420000e-01,1.121484758e-01,0.000000000e+00
2.590993896e-06,9.697927847e+04,-1.133935481e-02,-3.805301057e-05,0.000000000e+00,2.173420000e-01,1.121503849e-01,0.000000000e+00
3.250054562e-06,9.697927848e+04,-1.416216174e-02,-5.205805519e-05,0.000000000e+00,2.173420000e-01,1.121497258e-01,0.000000000e+00
6.886478787e-06,9.697927851e+04,-3.003129610e-02,-1.167572137e-04,0.000000000e+00,2.173420000e-01,1.121460895e-01,0.000000000e+00
7.625127464e-06,9.697927850e+04,-3.356437619e-02,-1.150985799e-04,0.000000000e+00,2.173420000e-01,1.121453508e-01,0.000000000e+00
5.238752061e-06,9.697927849e+04,-2.297663281e-02,-8.052440821e-05,0.000000000e+00,2.173420000e-01,1.121477371e-01,0.000000000e+00
6.062605398e-06,9.697927850e+04,-2.650392153e-02,-9.864059050e-05,0.000000000e+00,2.173420000e-01,1.121469133e-01,0.000000000e+00
1.060819186e-05,9.697927851e+04,-4.633019090e-02,-1.826178215e-04,0.000000000e+00,2.173420000e-01,1.121423678e-01,0.000000000e+00
1.153145817e-05,9.697927851e+04,-5.074164054e-02,-1.814600857e-04,0.000000000e+00,2.173420000e-01,1.121414446e-01,0.000000000e+00
8.548442329e-06,9.697927850e+04,-3.751563735e-02,-1.359970625e-04,0.000000000e+00,2.173420000e-01,1.121444275e-01,0.000000000e+00
9.578301428e-06,9.697927851e+04,-4.192284708e-02,-1.593070874e-04,0.000000000e+00,2.173420000e-01,1.121433977e-01,0.000000000e+00
1.526036927e-05,9.697927855e+04,-6.668980153e-02,-2.688625250e-04,0.000000000e+00,2.173420000e-01,1.121377157e-01,0.000000000e+00
1.641438195e-05,9.697927854e+04,-7.219644722e-02,-2.688002378e-04,0.000000000e+00,2.173420000e-01,1.121365617e-01,0.000000000e+00
1.268554134e-05,9.697927852e+04,-5.567753300e-02,-2.085107934e-04,0.000000000e+00,2.173420000e-01,1.121402905e-01,0.000000000e+00
1.397293082e-05,9.697927853e+04,-6.118356257e-02,-2.386860854e-04,0.000000000e+00,2.173420000e-01,1.121390031e-01,0.000000000e+00
2.107564429e-05,9.697927860e+04,-9.211729336e-02,-3.823160180e-04,0.000000000e+00,2.173420000e-01,1.121319006e-01,0.000000000e+00
2.251804967e-05,9.697927861e+04,-9.898857705e-02,-3.842744682e-04,0.000000000e+00,2.173420000e-01,1.121304582e-01,0.000000000e+00
1.785689075e-05,9.697927856e+04,-7.836129994e-02,-3.039296727e-04,0.000000000e+00,2.173420000e-01,1.121351193e-01,0.000000000e+00
1.946622926e-05,9.697927858e+04,-8.523913316e-02,-3.431219137e-04,0.000000000e+00,2.173420000e-01,1.121335100e-01,0.000000000e+00
2.834481742e-05,9.697927865e+04,-1.238668203e-01,-5.327176527e-04,0.000000000e+00,2.173420000e-01,1.121246316e-01,0.000000000e+00
3.014765057e-05,9.697927865e+04,-1.324369818e-01,-5.383122712e-04,0.000000000e+00,2.173420000e-01,1.121228287e-01,0.000000000e+00
2.432103601e-05,9.697927862e+04,-1.066866928e-01,-4.302074872e-04,0.000000000e+00,2.173420000e-01,1.121286552e-01,0.000000000e+00
2.633286693e-05,9.697927863e+04,-1.152765014e-01,-4.814610470e-04,0.000000000e+00,2.173420000e-01,1.121266435e-01,0.000000000e+00
3.743140300e-05,9.697927872e+04,-1.634980811e-01,-7.346676574e-04,0.000000000e+00,2.173420000e-01,1.121155452e-01,0.000000000e+00
3.968467200e-05,9.697927872e+04,-1.741807195e-01,-7.465162242e-04,0.000000000e+00,2.173420000e-01,1.121132919e-01,0.000000000e+00
3.240114844e-05,9.697927867e+04,-1.420468803e-01,-5.990620632e-04,0.000000000e+00,2.173420000e-01,1.121205753e-01,0.000000000e+00
3.491618230e-05,9.697927869e+04,-1.527720823e-01,-6.668623419e-04,0.000000000e+00,2.173420000e-01,1.121180603e-01,0.000000000e+00
4.878981514e-05,9.697927879e+04,-2.129472107e-01,-1.009331585e-03,0.000000000e+00,2.173420000e-01,1.121041870e-01,0.000000000e+00
5.160597418e-05,9.697927879e+04,-2.262523407e-01,-1.031691874e-03,0.000000000e+00,2.173420000e-01,1.121013708e-01,0.000000000e+00
4.250117556e-05,9.697927874e+04,-1.861723992e-01,-8.278131777e-04,0.000000000e+00,2.173420000e-01,1.121104755e-01,0.000000000e+00
4.564534936e-05,9.697927876e+04,-1.995591834e-01,-9.185681674e-04,0.000000000e+00,2.173420000e-01,1.121073314e-01,0.000000000e+00
6.298810432e-05,9.697927884e+04,-2.746109477e-01,-1.387259527e-03,0.000000000e+00,2.173420000e-01,1.120899890e-01,0.000000000e+00
6.650763366e-05,9.697927884e+04,-2.911642060e-01,-1.426669407e-03,0.000000000e+00,2.173420000e-01,1.120864695e-01,0.000000000e+00
5.512602549e-05,9.697927881e+04,-2.412077819e-01,-1.141655156e-03,0.000000000e+00,2.173420000e-01,1.120978509e-01,0.000000000e+00
5.905683675e-05,9.697927882e+04,-2.579083955e-01,-1.264450214e-03,0.000000000e+00,2.173420000e-01,1.120939202e-01,0.000000000e+00
8.073638453e-05,9.697927890e+04,-3.514427764e-01,-1.912324010e-03,0.000000000e+00,2.173420000e-01,1.120722411e-01,0.000000000e+00
8.513474769e-05,9.697927890e+04,-3.720053343e-01,-1.978368532e-03,0.000000000e+00,2.173420000e-01,1.120678427e-01,0.000000000e+00
7.090679205e-05,9.697927886e+04,-3.098007667e-01,-1.576821134e-03,0.000000000e+00,2.173420000e-01,1.120820704e-01,0.000000000e+00
7.582123170e-05,9.697927888e+04,-3.306202609e-01,-1.744560401e-03,0.000000000e+00,2.173420000e-01,1.120771561e-01,0.000000000e+00
1.029223774e-04,9.697927897e+04,-4.470520561e-01,-2.646840178e-03,0.000000000e+00,2.173420000e-01,1.120500555e-01,0.000000000e+00
1.084186898e-04,9.697927898e+04,-4.725366113e-01,-2.753155337e-03,0.000000000e+00,2.173420000e-01,1.120445592e-01,0.000000000e+00
9.063227740e-05,9.697927893e+04,-3.951996322e-01,-2.184969569e-03,0.000000000e+00,2.173420000e-01,1.120623453e-01,0.000000000e+00
9.677677005e-05,9.697927895e+04,-4.211234927e-01,-2.415883928e-03,0.000000000e+00,2.173420000e-01,1.120562010e-01,0.000000000e+00
1.306558580e-04,9.697927907e+04,-5.657779166e-01,-3.680548243e-03,0.000000000e+00,2.173420000e-01,1.120223226e-01,0.000000000e+00
1.152883820e-04,9.697927901e+04,-5.013414960e-01,-3.039653318e-03,0.000000000e+00,2.173420000e-01,1.120376897e-01,0.000000000e+00
1.229712488e-04,9.697927904e+04,-5.335560534e-01,-3.360064448e-03,0.000000000e+00,2.173420000e-01,1.120300070e-01,0.000000000e+00
